team_slug,player,team,class,pos,ba,obp,slg,ops,gp,pa,ab,r,h,2b,3b,hr,rbi,hbp,bb,k,sb,cs
unlv,Jack Salmon,UNLV,SR,LF,0.344,0.485,0.481,0.965,49,198,154,42,53,10,1,3,32,15,28,47,4,1
unlv,Marcos Rosales,UNLV,JR,2B,0.304,0.434,0.541,0.975,55,258,207,69,63,20,1,9,42,12,37,35,5,3
unlv,Ayden Garcia,UNLV,SR,C,0.297,0.393,0.497,0.89,46,178,145,35,43,5,0,8,37,4,23,38,0,0
unlv,Cooper Sheff,UNLV,SO,SS,0.295,0.347,0.487,0.834,50,213,193,41,57,8,1,9,38,2,15,53,5,3
unlv,Jonny Rodriguez,UNLV,JR,1B,0.265,0.357,0.493,0.849,54,245,211,40,56,10,1,12,54,13,18,60,2,0
unlv,Jayden Hertel,UNLV,SO,DH,0.339,0.423,0.449,0.873,36,139,118,25,40,7,0,2,22,3,15,22,1,0
unlv,Jayden Sanchez,UNLV,JR,CF,0.292,0.485,0.417,0.902,11,34,24,5,7,0,0,1,5,2,7,9,1,1
unlv,Reggie Bussey,UNLV,SR,CF,0.275,0.394,0.384,0.778,38,171,138,37,38,8,2,1,16,4,23,38,6,2
unlv,Connor Tallakson,UNLV,GR,C,0.217,0.379,0.217,0.597,17,29,23,3,5,0,0,0,2,3,3,8,0,0
unlv,Gavin Taylor,UNLV,JR,C,0.207,0.36,0.54,0.901,35,112,87,26,18,5,0,8,24,6,16,35,1,0
unlv,Nicky Garritano,UNLV,SR,2B,0.111,0.2,0.222,0.422,14,20,18,1,2,2,0,0,2,1,1,5,0,0
sanjosest,Alex Fernandes,San Jose State,SR,RF,0.401,0.528,0.661,1.19,51,248,192,58,77,17,6,7,39,12,42,27,15,3
sanjosest,Peyton Rowles,San Jose State,FR,2B,0.333,0.382,0.434,0.816,51,244,219,43,73,12,2,2,39,5,14,37,7,1
sanjosest,JC Osorio-Agard,San Jose State,JR,3B,0.316,0.37,0.557,0.927,43,192,174,30,55,17,2,7,31,4,12,37,0,0
sanjosest,Jake McCoy,San Jose State,SR,LF,0.297,0.367,0.579,0.946,50,229,202,48,60,12,0,15,46,5,19,54,1,3
sanjosest,Rohne Klein,San Jose State,SO,1B,0.248,0.354,0.41,0.764,42,127,105,20,26,5,0,4,22,6,13,33,0,0
sanjosest,Brent Cota,San Jose State,GR,CF,0.247,0.351,0.399,0.75,48,191,158,19,39,11,2,3,29,11,16,35,1,3
sanjosest,Rocco Caballero,San Jose State,SR,SS,0.245,0.304,0.354,0.658,51,220,192,27,47,9,0,4,27,6,12,31,1,0
sanjosest,Mario Ricci,San Jose State,JR,3B,0.286,0.4,0.286,0.686,6,10,7,0,2,0,0,0,1,2,0,2,0,0
sanjosest,Vincent Gamberdella,San Jose State,SR,DH,0.24,0.367,0.36,0.727,8,31,25,0,6,3,0,0,5,0,5,6,0,0
sanjosest,Neil Jansen,San Jose State,SR,DH,0.223,0.365,0.457,0.823,36,115,94,20,21,7,0,5,21,6,15,34,4,1
sanjosest,Alan Ramirez,San Jose State,JR,3B,0.208,0.272,0.347,0.618,32,114,101,15,21,9,1,1,14,7,3,22,2,0
sanjosest,Emmitt Phinney,San Jose State,SR,DH,0.2,0.333,0.2,0.533,8,12,10,2,2,0,0,0,0,0,2,3,0,0
sanjosest,Matteo Mendoza,San Jose State,SR,C,0.176,0.24,0.191,0.431,29,76,68,8,12,1,0,0,4,2,4,20,0,1
sanjosest,Dylan Jackson,San Jose State,JR,C,0.156,0.29,0.312,0.602,35,96,77,13,12,1,1,3,12,1,14,35,1,0
sanjosest,Anthony Scheppler,San Jose State,SO,1B,0.153,0.333,0.254,0.588,26,76,59,8,9,3,0,1,4,2,14,29,0,2
sanjosest,Trevor Wilson,San Jose State,SO,CF,0.111,0.273,0.111,0.384,12,33,27,6,3,0,0,0,1,3,3,10,0,0
sanjosest,Dennis Gamester,San Jose State,GR,C,0.1,0.182,0.2,0.382,5,11,10,1,1,1,0,0,1,0,1,2,0,0
sanjosest,Drew Giannini,San Jose State,SR,1B,0.048,0.13,0.095,0.226,12,26,21,2,1,1,0,0,0,0,2,7,0,0
sanjosest,Cam Carignan,San Jose State,SR,,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,1,0,0
gcanyon,Jake Sanko,Grand Canyon,SO,2B,0.333,0.393,0.446,0.839,44,202,177,26,59,15,1,1,23,4,16,30,5,3
gcanyon,Billy Scaldeferri,Grand Canyon,JR,RF,0.308,0.372,0.497,0.869,43,192,169,25,52,10,2,6,32,10,9,34,4,0
gcanyon,Jaime Perez,Grand Canyon,GR,C,0.297,0.398,0.399,0.797,44,192,158,29,47,7,0,3,18,10,17,10,5,2
gcanyon,Griffin Cameron,Grand Canyon,JR,CF,0.289,0.39,0.391,0.78,42,157,128,26,37,4,0,3,24,3,20,23,6,0
gcanyon,Cannon Peery,Grand Canyon,JR,1B,0.287,0.402,0.505,0.907,51,229,188,34,54,12,1,9,32,14,24,47,8,3
gcanyon,Trevor Schmidt,Grand Canyon,JR,DH,0.373,0.427,0.737,1.165,34,131,118,24,44,10,0,11,36,3,9,28,0,0
gcanyon,Kade Huff,Grand Canyon,JR,DH,0.364,0.417,0.364,0.78,9,12,11,2,4,0,0,0,1,0,1,3,0,0
gcanyon,Tanner Johns,Grand Canyon,FR,LF,0.33,0.381,0.534,0.915,34,113,103,18,34,6,0,5,22,2,7,34,1,1
gcanyon,Camden Bates,Grand Canyon,JR,SS,0.314,0.408,0.457,0.865,35,135,105,29,33,6,0,3,20,7,13,23,7,3
gcanyon,Carson Ohland,Grand Canyon,JR,LF,0.266,0.326,0.468,0.794,28,87,79,11,21,6,2,2,7,1,6,15,0,0
gcanyon,Dominic Chacon,Grand Canyon,SR,DH,0.25,0.374,0.443,0.817,34,107,88,22,22,5,0,4,12,2,16,25,2,1
gcanyon,Jose Lopez III,Grand Canyon,FR,3B,0.248,0.298,0.463,0.761,36,131,121,13,30,9,1,5,17,2,7,36,4,1
gcanyon,Troy Sanders,Grand Canyon,JR,2B,0.208,0.271,0.273,0.543,26,88,77,6,16,5,0,0,5,1,6,19,1,0
gcanyon,Dillon Anderson,Grand Canyon,JR,RF,0.2,0.2,0.2,0.4,2,5,5,0,1,0,0,0,0,0,0,2,0,1
gcanyon,Gunnar Penzkover,Grand Canyon,SO,LF,0.179,0.261,0.333,0.594,16,47,39,7,7,2,2,0,2,0,5,18,0,0
gcanyon,Max Charles,Grand Canyon,SO,CF,0.176,0.243,0.294,0.537,10,37,34,1,6,2,1,0,2,0,3,14,0,0
gcanyon,Marcus Galvan,Grand Canyon,JR,C,0.167,0.324,0.185,0.509,27,69,54,6,9,1,0,0,9,4,9,15,0,1
gcanyon,Vincent Bianchina,Grand Canyon,GR,2B,0.133,0.264,0.289,0.553,15,54,45,6,6,1,0,2,3,2,6,17,1,0
gcanyon,Jarret Nielsen,Grand Canyon,SO,CF,0.091,0.286,0.091,0.377,6,14,11,3,1,0,0,0,1,1,2,5,0,0
gcanyon,Austin Owens,Grand Canyon,FR,SS,0.05,0.269,0.05,0.319,9,26,20,1,1,0,0,0,0,2,4,7,2,0
gcanyon,Cael Boever,Grand Canyon,SR,LF,0,0,0,0,4,9,9,0,0,0,0,0,1,0,0,4,0,0
gcanyon,Austin Matranga,Grand Canyon,JR,,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0
fresnost,Brady Hewitt,Fresno State,FR,SS,0.308,0.388,0.474,0.862,52,245,211,37,65,14,3,5,21,4,25,54,4,2
fresnost,Owen Faust,Fresno State,SO,2B,0.277,0.393,0.405,0.798,51,242,195,42,54,13,0,4,20,13,27,24,8,3
fresnost,Sky Collins,Fresno State,GR,CF,0.267,0.341,0.413,0.753,52,235,206,35,55,8,2,6,39,11,13,66,14,2
fresnost,Marcus Nolen,Fresno State,FR,RF,0.264,0.329,0.492,0.821,53,226,197,38,52,13,1,10,41,1,21,60,2,2
fresnost,Mikey Boyd,Fresno State,FR,3B,0.261,0.368,0.438,0.806,51,209,176,36,46,12,2,5,38,6,25,28,6,3
fresnost,Jett Ruby,Fresno State,JR,DH,0.255,0.394,0.311,0.705,52,204,161,29,41,4,1,1,17,6,33,17,1,3
fresnost,Ayden Munoz,Fresno State,FR,,1,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0
fresnost,Griffen Sotomayor,Fresno State,SR,1B,0.321,0.419,0.521,0.941,37,167,140,31,45,10,0,6,36,4,21,34,0,1
fresnost,Ethan Payne,Fresno State,JR,C,0.3,0.417,0.343,0.76,28,85,70,13,21,3,0,0,8,2,12,19,0,0
fresnost,Austin Young,Fresno State,GR,C,0.275,0.375,0.388,0.763,28,97,80,7,22,6,0,1,15,1,13,17,2,0
fresnost,Cayden Munster,Fresno State,SO,1B,0.273,0.36,0.5,0.86,11,50,44,8,12,2,1,2,8,1,5,11,0,0
fresnost,Mikey Pickett,Fresno State,FR,3B,0.265,0.337,0.289,0.626,26,95,83,10,22,2,0,0,8,3,6,10,7,1
fresnost,Cam Schneider,Fresno State,JR,LF,0.22,0.299,0.288,0.587,33,135,118,12,26,5,0,1,20,3,11,18,5,0
fresnost,Barclay Ovalle,Fresno State,FR,LF,0.2,0.286,0.2,0.486,15,36,30,7,6,0,0,0,2,0,4,4,2,1
fresnost,Ryan De La Maza,Fresno State,FR,LF,0.195,0.267,0.293,0.559,20,45,41,6,8,1,0,1,4,1,3,8,4,0
fresnost,Zach Plasschaert,Fresno State,SO,1B,0.191,0.313,0.412,0.724,27,80,68,12,13,6,0,3,13,1,11,36,1,1
longisland,Nick Matson,Long Island,JR,CF,0.353,0.424,0.463,0.887,50,234,201,51,71,11,1,3,43,1,26,24,22,5
longisland,Elijah Fairchild,Long Island,JR,2B,0.347,0.438,0.482,0.92,51,235,193,47,67,9,4,3,46,5,30,41,30,2
longisland,Ryan Rivera,Long Island,SR,SS,0.338,0.434,0.538,0.972,52,256,210,59,71,16,1,8,50,9,31,23,14,4
longisland,Mike Polubinski,Long Island,JR,RF,0.331,0.437,0.531,0.968,39,170,130,47,43,9,1,5,38,10,20,19,11,2
longisland,Joseph Durso,Long Island,SR,C,0.305,0.437,0.589,1.026,45,197,151,42,46,13,0,10,47,13,27,35,2,0
longisland,Noah Sorensen,Long Island,JR,3B,0.293,0.453,0.421,0.874,44,217,164,49,48,12,0,3,31,9,40,19,20,3
longisland,Jake Kelleher,Long Island,JR,DH,0.275,0.369,0.433,0.802,46,203,171,30,47,10,1,5,37,3,25,32,3,0
longisland,Cord Dobrinski,Long Island,SR,LF,0.262,0.453,0.556,1.008,41,175,126,48,33,6,2,9,34,15,29,51,19,2
longisland,Matthew McGurk,Long Island,JR,RF,0.22,0.361,0.525,0.887,39,144,118,36,26,2,2,10,28,4,22,43,8,1
longisland,Nicholas Delvecchio,Long Island,JR,DH,0.313,0.441,0.354,0.795,21,59,48,8,15,2,0,0,9,3,8,8,2,2
longisland,Nate Figueroa,Long Island,FR,3B,0.242,0.375,0.352,0.727,29,115,91,15,22,6,2,0,17,5,15,7,6,1
longisland,Tyler Benick,Long Island,SO,1B,0.213,0.393,0.277,0.67,18,62,47,10,10,0,0,1,5,7,7,17,1,0
longisland,Mason Breton,Long Island,SO,LF,0.159,0.367,0.432,0.798,23,60,44,9,7,1,1,3,11,0,15,24,1,0
longisland,Sam Finarelli,Long Island,FR,1B,0.154,0.389,0.462,0.85,9,18,13,2,2,1,0,1,4,0,5,6,0,0
longisland,Jack Ryan,Long Island,SR,C,0.077,0.2,0.154,0.354,7,15,13,1,1,1,0,0,1,2,0,6,0,0
longisland,Alex Jankowski,Long Island,JR,P,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
longisland,Will Bartoli,Long Island,FR,C,0,0.333,0,0.333,4,12,8,1,0,0,0,0,2,1,3,2,0,0
fairldick,Johnathan Gomez,Fairleigh Dickinson,SO,SS,0.376,0.5,0.61,1.11,53,280,218,78,82,21,0,10,51,21,37,41,12,2
fairldick,Hunter Ray,Fairleigh Dickinson,SO,RF,0.345,0.467,0.809,1.276,55,291,235,72,81,11,1,32,81,7,48,62,24,3
fairldick,Jeremy Delamota,Fairleigh Dickinson,GR,DH,0.328,0.436,0.559,0.995,54,227,186,46,61,17,1,8,47,12,26,46,18,4
fairldick,Travis Stroh,Fairleigh Dickinson,SO,CF,0.292,0.413,0.578,0.991,54,238,192,52,56,10,0,15,60,15,26,53,23,6
fairldick,Diego Urreta,Fairleigh Dickinson,SR,3B,0.282,0.442,0.44,0.882,55,277,209,51,59,10,1,7,63,4,58,51,11,1
fairldick,Garryn Plummer,Fairleigh Dickinson,GR,C,0.266,0.467,0.306,0.773,55,258,173,37,46,4,0,1,28,37,36,17,8,0
fairldick,Jimmy Mantuano,Fairleigh Dickinson,JR,LF,0.348,0.435,0.547,0.982,41,186,161,44,56,17,0,5,31,1,24,16,18,1
fairldick,Joey DiMotta,Fairleigh Dickinson,JR,LF,0.333,0.667,0.333,1,4,6,3,1,1,0,0,0,2,0,3,0,1,0
fairldick,Nick Quagliato,Fairleigh Dickinson,SO,C,0.331,0.405,0.556,0.962,36,149,124,29,41,3,2,7,35,3,16,28,10,0
fairldick,Luke Russo,Fairleigh Dickinson,SO,LF,0.329,0.495,0.438,0.933,27,101,73,18,24,5,0,1,10,11,15,15,6,2
fairldick,Jeremy Cheeseman,Fairleigh Dickinson,SR,1B,0.328,0.516,0.733,1.249,40,184,131,51,43,6,1,15,45,21,31,33,18,0
fairldick,Anthony Chiappetta,Fairleigh Dickinson,JR,C,0.25,0.4,0.25,0.65,7,10,8,2,2,0,0,0,0,2,0,3,0,0
fairldick,Caleb Walker,Fairleigh Dickinson,GR,2B,0.247,0.413,0.494,0.907,32,106,81,25,20,6,1,4,20,14,9,26,5,1
fairldick,Andres Castro,Fairleigh Dickinson,GR,2B,0.217,0.296,0.261,0.557,9,28,23,2,5,1,0,0,3,1,2,5,1,0
fairldick,Brady Fandl,Fairleigh Dickinson,FR,2B,0.206,0.36,0.309,0.669,26,86,68,18,14,4,0,1,10,2,15,26,7,0
fairldick,Anthony Sarro,Fairleigh Dickinson,SO,CF,0.143,0.4,0.571,0.971,4,10,7,1,1,0,0,1,4,0,3,2,0,1
fairldick,Tyler Worth,Fairleigh Dickinson,SO,1B,0.143,0.217,0.19,0.408,15,23,21,2,3,1,0,0,2,1,1,5,0,0
wagner,Lukas Torres,Wagner,GR,CF,0.401,0.529,0.495,1.024,53,265,202,64,81,13,3,0,37,6,52,10,17,2
wagner,Joseph Mennella,Wagner,JR,1B,0.37,0.488,0.63,1.117,53,240,189,46,70,5,1,14,67,4,43,42,4,1
wagner,Dylan Immel,Wagner,JR,2B,0.37,0.449,0.495,0.944,49,219,184,39,68,18,1,1,47,4,25,24,11,0
wagner,Diego Tavarez,Wagner,JR,LF,0.339,0.498,0.455,0.952,49,227,165,55,56,14,1,1,38,8,49,29,14,4
wagner,Matt Sutera,Wagner,SO,DH,0.294,0.385,0.406,0.791,48,213,180,42,53,9,1,3,38,3,26,47,13,4
wagner,Nicholas Mazzotta,Wagner,SR,SS,0.284,0.358,0.395,0.753,50,230,190,40,54,12,0,3,57,4,24,22,23,4
wagner,Jayden Alvarez,Wagner,SO,3B,0.25,0.408,0.324,0.732,45,179,136,23,34,10,0,0,30,13,24,27,8,2
wagner,Derek Patrissi,Wagner,FR,SS,0.308,0.471,0.462,0.932,9,17,13,2,4,2,0,0,2,2,2,5,0,0
wagner,Brendan McLoughlin,Wagner,FR,C,0.306,0.389,0.38,0.769,39,144,121,25,37,6,0,1,22,7,12,19,2,0
wagner,Jackson Blakley,Wagner,JR,CF,0.273,0.383,0.377,0.76,34,97,77,22,21,3,1,1,17,4,11,21,10,2
wagner,Omar Carreras,Wagner,JR,3B,0.255,0.4,0.404,0.804,26,60,47,9,12,4,0,1,5,3,9,12,0,2
wagner,Christian Knight,Wagner,JR,C,0.222,0.44,0.278,0.718,12,25,18,4,4,1,0,0,1,2,5,10,1,0
wagner,Evan McRae,Wagner,JR,RF,0.219,0.333,0.352,0.686,35,123,105,23,23,5,0,3,15,1,17,21,9,1
wagner,Josiah Ross,Wagner,JR,CF,0.211,0.352,0.225,0.578,28,89,71,28,15,1,0,0,9,5,11,15,20,0
wagner,Leo Doyle,Wagner,JR,CF,0.208,0.208,0.5,0.708,13,24,24,5,5,1,0,2,3,0,0,9,0,1
wagner,Alex Kerr,Wagner,FR,2B,0.182,0.333,0.182,0.515,9,15,11,4,2,0,0,0,4,1,2,3,1,0
wagner,Jeremy Haigh,Wagner,FR,1B,0.143,0.364,0.143,0.506,9,11,7,0,1,0,0,0,1,0,3,3,0,0
wagner,Andrew Marquis,Wagner,SO,C,0.118,0.279,0.147,0.426,19,44,34,6,4,1,0,0,3,1,7,10,0,0
wagner,Matthew Moconyi,Wagner,JR,P,0,0.5,0,0.5,3,4,2,1,0,0,0,0,0,1,1,1,0,0
wagner,Dylan Simeone,Wagner,FR,C,0,0.111,0,0.111,4,9,6,1,0,0,0,0,2,0,1,3,0,0
wagner,Chase Brandt,Wagner,FR,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
wagner,Gavin Townsend,Wagner,FR,P,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
wagner,Dominick Inzilla,Wagner,FR,C,0,0.333,0,0.333,3,3,2,0,0,0,0,0,0,1,0,0,0,0
wagner,Emmett Coco,Wagner,SR,1B,0,0,0,0,5,5,4,0,0,0,0,0,2,0,0,2,0,0
le-moyne,Jack Cannon,Le Moyne,JR,RF,0.439,0.504,0.699,1.203,47,225,196,61,86,19,1,10,64,2,25,28,51,4
le-moyne,Paulie Goodness,Le Moyne,SR,CF,0.378,0.502,0.465,0.967,44,223,172,50,65,10,1,1,24,15,31,30,40,6
le-moyne,Isaac Brozon,Le Moyne,FR,3B,0.354,0.458,0.409,0.866,42,202,164,48,58,4,1,1,32,17,17,18,15,2
le-moyne,Robert Wegrzyn,Le Moyne,SO,C,0.299,0.393,0.431,0.824,44,201,174,30,52,5,0,6,37,11,16,44,3,0
le-moyne,Adam Sullivan,Le Moyne,SR,SS,0.292,0.418,0.497,0.915,47,221,171,43,50,10,2,7,49,2,40,45,13,1
le-moyne,Cooper Romich,Le Moyne,JR,C,0.275,0.376,0.407,0.783,45,205,167,36,46,6,2,4,41,9,21,31,3,0
le-moyne,Mike Whelehan,Le Moyne,JR,2B,0.274,0.377,0.321,0.699,47,205,168,40,46,5,0,1,31,4,27,14,9,1
le-moyne,Dominick Russ,Le Moyne,SO,1B,0.308,0.4,0.462,0.862,8,30,26,5,8,1,0,1,4,1,3,9,1,0
le-moyne,Chaz Anthony,Le Moyne,JR,LF,0.274,0.352,0.37,0.722,23,88,73,11,20,5,1,0,13,5,6,12,0,0
le-moyne,Derek Diaz,Le Moyne,SO,DH,0.274,0.411,0.411,0.822,33,124,95,19,26,7,0,2,15,6,19,20,2,1
le-moyne,Ethan Farina,Le Moyne,JR,3B,0.232,0.374,0.323,0.697,30,125,99,16,23,6,0,1,10,5,18,31,7,2
le-moyne,Luke Becker,Le Moyne,FR,LF,0.214,0.45,0.286,0.736,7,20,14,5,3,1,0,0,0,1,5,8,0,0
le-moyne,Nick Kriegelstein,Le Moyne,FR,LF,0.214,0.333,0.304,0.637,21,70,56,13,12,3,1,0,7,2,8,14,9,2
le-moyne,Landen Duprey,Le Moyne,SO,1B,0.185,0.371,0.37,0.742,12,35,27,3,5,2,0,1,2,2,6,13,0,0
le-moyne,James Musso,Le Moyne,JR,2B,0.182,0.5,0.182,0.682,8,18,11,4,2,0,0,0,0,2,5,3,0,0
le-moyne,Tyler Campbell,Le Moyne,SR,LF,0.056,0.19,0.056,0.246,7,21,18,1,1,0,0,0,4,0,3,8,0,1
le-moyne,Rowen Beattie,Le Moyne,SO,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
stonehill,Jamison Howland,Stonehill,JR,LF,0.357,0.436,0.49,0.925,37,163,143,29,51,10,0,3,29,4,16,30,9,5
stonehill,Nathan Kearney,Stonehill,JR,1B,0.351,0.454,0.433,0.887,45,207,171,36,60,8,0,2,43,8,26,19,1,2
stonehill,Michael Rickert,Stonehill,SR,3B,0.304,0.422,0.504,0.926,38,174,135,36,41,9,0,6,52,4,28,33,2,0
stonehill,Sam Parks,Stonehill,GR,CF,0.301,0.451,0.355,0.806,48,241,183,48,55,7,0,1,23,14,37,19,7,1
stonehill,Ryan LeClair,Stonehill,JR,SS,0.271,0.44,0.384,0.824,48,233,177,44,48,9,1,3,32,26,28,29,10,2
stonehill,Jimmy Gilleran,Stonehill,SR,P,1,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
stonehill,Tyler Redden,Stonehill,FR,C,0.308,0.455,0.346,0.801,10,33,26,6,8,1,0,0,3,4,3,6,1,0
stonehill,Will Newton,Stonehill,SO,LF,0.3,0.457,0.443,0.899,22,94,70,20,21,5,1,1,10,6,15,19,3,1
stonehill,Kacin Robinson,Stonehill,FR,RF,0.288,0.41,0.39,0.8,36,144,118,31,34,4,1,2,22,4,21,40,11,1
stonehill,Sean McGee,Stonehill,SR,SS,0.284,0.354,0.473,0.827,18,82,74,14,21,5,0,3,13,0,8,22,1,0
stonehill,John Bureau,Stonehill,JR,DH,0.283,0.365,0.391,0.757,28,104,92,17,26,4,0,2,14,3,9,32,3,0
stonehill,Cam Morrison,Stonehill,JR,C,0.26,0.345,0.358,0.703,36,142,123,19,32,6,0,2,13,6,11,30,4,1
stonehill,Armanis Romero,Stonehill,FR,2B,0.259,0.317,0.384,0.701,32,126,112,21,29,2,0,4,20,3,8,19,9,1
stonehill,Eisig Chin,Stonehill,JR,RF,0.218,0.367,0.321,0.688,28,100,78,10,17,4,2,0,12,1,18,29,1,1
stonehill,Nick Lundquist,Stonehill,JR,DH,0.217,0.308,0.315,0.623,24,104,92,14,20,0,0,3,17,2,10,21,0,0
stonehill,Will Christopher,Stonehill,JR,3B,0.191,0.304,0.362,0.665,19,57,47,6,9,2,0,2,8,4,4,13,1,0
stonehill,Jackson Enders,Stonehill,FR,2B,0.174,0.31,0.304,0.615,10,29,23,3,4,0,0,1,6,0,5,8,0,1
stonehill,Brayden Rader,Stonehill,SO,2B,0.111,0.158,0.111,0.269,9,19,18,2,2,0,0,0,3,0,1,8,0,0
norfolkst,Thomas Ealey,Norfolk State,SO,CF,0.367,0.423,0.417,0.841,49,224,199,48,73,4,3,0,20,2,19,30,35,6
norfolkst,Justin Journette,Norfolk State,SR,RF,0.332,0.439,0.696,1.135,50,223,184,51,61,13,0,18,60,8,29,67,3,2
norfolkst,Jaydan Israel,Norfolk State,SR,SS,0.298,0.444,0.42,0.864,50,234,181,50,54,10,0,4,31,6,43,20,19,4
norfolkst,Cam Mazell,Norfolk State,SR,1B,0.29,0.4,0.414,0.814,48,208,169,28,49,9,0,4,29,4,29,33,5,1
norfolkst,Kydese Queen,Norfolk State,JR,3B,0.224,0.299,0.279,0.578,48,190,165,20,37,9,0,0,22,5,14,29,4,5
norfolkst,Brendan Burke,Norfolk State,GR,C,0.198,0.307,0.325,0.632,39,153,126,17,25,5,1,3,22,6,15,33,0,0
norfolkst,Ryan Hoeft,Norfolk State,SO,DH,0.333,0.407,0.382,0.789,30,120,102,18,34,2,0,1,20,0,14,12,1,0
norfolkst,Josiah Harrison,Norfolk State,JR,LF,0.307,0.39,0.472,0.863,35,146,127,24,39,7,1,4,31,9,9,26,4,2
norfolkst,Mason Mompoint,Norfolk State,FR,DH,0.282,0.378,0.435,0.813,27,98,85,16,24,7,0,2,19,2,11,27,1,0
norfolkst,Hunter Gillespie,Norfolk State,FR,2B,0.267,0.342,0.366,0.708,33,117,101,24,27,7,0,1,22,0,13,18,9,1
norfolkst,Emmett Jefferson,Norfolk State,GR,LF,0.25,0.328,0.348,0.676,35,130,112,19,28,6,1,1,12,4,10,28,5,2
norfolkst,Sean Stewart,Norfolk State,SR,2B,0.227,0.298,0.267,0.564,27,86,75,14,17,3,0,0,4,0,8,25,4,1
norfolkst,Thomas White,Norfolk State,JR,2B,0.211,0.318,0.316,0.634,10,23,19,3,4,2,0,0,4,0,3,7,2,0
norfolkst,Jalan Jones,Norfolk State,JR,CF,0.19,0.346,0.286,0.632,7,26,21,2,4,2,0,0,4,3,2,7,1,1
norfolkst,Brayden Daulton,Norfolk State,SR,C,0,0.111,0,0.111,7,9,8,0,0,0,0,0,0,0,1,7,0,0
norfolkst,Christian Velez,Norfolk State,SO,DH,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,3,0,0
mercyhurst,Zachary Kourous,Mercyhurst,SR,2B,0.352,0.416,0.572,0.989,40,186,159,42,56,11,3,6,38,5,16,7,20,1
mercyhurst,Luke Babcock,Mercyhurst,JR,C,0.28,0.387,0.441,0.828,45,194,161,22,45,9,1,5,27,4,26,34,5,1
mercyhurst,Logan Koslin,Mercyhurst,FR,3B,0.276,0.424,0.327,0.751,46,198,156,34,43,5,0,1,21,22,19,19,13,3
mercyhurst,Jayden Walker,Mercyhurst,GR,1B,0.263,0.38,0.363,0.742,47,208,171,43,45,12,1,1,28,4,30,22,6,1
mercyhurst,Mike Samarin,Mercyhurst,FR,RF,0.247,0.385,0.4,0.785,46,193,150,25,37,7,2,4,33,5,32,36,5,1
mercyhurst,Ranciel Ventura,Mercyhurst,GR,SS,0.225,0.349,0.317,0.666,41,174,142,22,32,7,0,2,22,6,22,35,14,1
mercyhurst,Zach Evenson,Mercyhurst,GR,P,0.4,0.5,0.567,1.067,11,36,30,3,12,2,0,1,8,2,4,4,0,0
mercyhurst,Jack Malec,Mercyhurst,GR,DH,0.333,0.5,0.333,0.833,5,8,6,1,2,0,0,0,0,0,2,2,1,0
mercyhurst,Zach Black,Mercyhurst,SO,DH,0.237,0.314,0.409,0.723,32,105,93,15,22,4,0,4,19,4,7,28,4,1
mercyhurst,Riley Ames,Mercyhurst,JR,CF,0.213,0.338,0.296,0.635,34,135,108,23,23,3,0,2,11,6,15,36,24,3
mercyhurst,Dana Williams,Mercyhurst,FR,LF,0.196,0.363,0.393,0.755,35,138,107,20,21,1,1,6,19,3,25,42,13,3
mercyhurst,Darek Staudt,Mercyhurst,FR,LF,0.179,0.258,0.286,0.544,10,32,28,5,5,0,0,1,3,3,0,5,3,2
mercyhurst,Ray Altmeyer,Mercyhurst,JR,LF,0.167,0.297,0.2,0.497,11,38,30,1,5,1,0,0,3,2,4,13,0,0
mercyhurst,Parker Zeiser,Mercyhurst,JR,C,0.162,0.38,0.27,0.65,13,50,37,4,6,1,0,1,3,0,13,14,0,0
mercyhurst,Nick Jackson,Mercyhurst,SO,LF,0.143,0.25,0.143,0.393,4,8,7,0,1,0,0,0,0,1,0,4,0,0
mercyhurst,Derrick Holmes Jr.,Mercyhurst,FR,CF,0.128,0.244,0.128,0.373,14,45,39,6,5,0,0,0,1,0,6,17,2,0
mercyhurst,John Chalus,Mercyhurst,JR,C,0.08,0.258,0.08,0.338,10,31,25,3,2,0,0,0,2,0,6,8,0,0
mercyhurst,Aaron Keating,Mercyhurst,JR,LF,0,0.167,0,0.167,4,12,10,2,0,0,0,0,0,1,1,6,1,0
mercyhurst,Chandler Powell,Mercyhurst,JR,3B,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
mercyhurst,Nick Hamilton,Mercyhurst,SO,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
mercyhurst,Brady Hill,Mercyhurst,JR,LF,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,4,0,0
new-haven,Jake Russo,New Haven,JR,C,0.358,0.476,0.514,0.989,42,188,148,36,53,13,2,2,19,17,19,26,10,1
